S No.;Date;App Name;Usage (in Seconds);Launch Count;is Monitoring;is SystemApp;Package Name
2775;2020/05/30;Chrome;3054;63;Yes;No;com.android.chrome
2776;2020/05/30;Android system;2;1;No;Yes;android
2777;2020/05/31;Android system;3;1;No;Yes;android
2778;2020/06/03;Chrome;493;15;Yes;No;com.android.chrome
2779;2020/06/04;Twitter;1030;28;Yes;No;com.twitter.android
2780;2020/06/02;Chrome;388;14;Yes;No;com.android.chrome
2781;2020/06/03;Twitter;3604;41;Yes;No;com.twitter.android
2782;2020/06/01;Chrome;1537;15;Yes;No;com.android.chrome
2783;2020/06/01;Android system;11;5;No;Yes;android
2784;2020/05/30;Messaging;17;2;Yes;No;com.android.mms
2785;2020/06/04;Android system;4;2;No;Yes;android
2786;2020/06/02;GetApps;63;2;Yes;No;com.xiaomi.mipicks
2787;2020/06/02;Messaging;6;3;Yes;No;com.android.mms
2788;2020/06/04;GetApps;9;2;Yes;No;com.xiaomi.mipicks
2789;2020/05/31;Messaging;16;2;Yes;No;com.android.mms
2790;2020/06/02;Economist;0;1;Yes;No;com.economist.lamarr
2791;2020/06/01;Calendar;51;4;Yes;No;com.google.android.calendar
2792;2020/06/04;Calendar;14;2;Yes;No;com.google.android.calendar
2793;2020/06/03;Calendar;142;3;Yes;No;com.google.android.calendar
2794;2020/05/31;Calendar;4;2;Yes;No;com.google.android.calendar
2795;2020/06/01;Tinder (Uninstalled);57;2;Yes;No;com.tinder
2796;2020/05/31;Tinder (Uninstalled);133;4;Yes;No;com.tinder
2797;2020/05/30;Tinder (Uninstalled);35;2;Yes;No;com.tinder
2798;2020/05/31;Xiaomi Cloud;3;1;No;Yes;com.miui.cloudservice
2799;2020/05/31;YouTube;48;2;Yes;No;com.google.android.youtube
2800;2020/05/31;AntiVirus (Uninstalled);4;1;Yes;No;com.antivirus
2801;2020/06/03;Evernote;6;2;Yes;No;com.evernote
2802;2020/05/30;Clock;1279;6;Yes;No;com.android.deskclock
2803;2020/05/31;Photos;176;2;Yes;No;com.google.android.apps.photos
2804;2020/05/31;Clock;60;5;Yes;No;com.android.deskclock
2805;2020/05/30;Phone;384;8;Yes;No;com.android.incallui
2806;2020/06/01;App vault;8;1;No;Yes;com.mi.android.globalpersonalassistant
2807;2020/06/04;System UI;9;8;No;Yes;com.android.systemui
2808;2020/06/03;System UI;13;6;No;Yes;com.android.systemui
2809;2020/05/31;System UI;78;10;No;Yes;com.android.systemui
2810;2020/06/03;Phone;1431;2;Yes;No;com.android.incallui
2811;2020/06/04;Phone;103;1;Yes;No;com.android.incallui
2812;2020/06/02;System UI;63;4;No;Yes;com.android.systemui
2813;2020/06/01;System UI;38;19;No;Yes;com.android.systemui
2814;2020/05/31;Phone;149;3;Yes;No;com.android.incallui
2815;2020/06/01;Phone;846;12;Yes;No;com.android.incallui
2816;2020/05/30;System UI;97;11;No;Yes;com.android.systemui
2817;2020/06/02;Phone;1528;11;Yes;No;com.android.incallui
2818;2020/06/09;Instagram;68;5;Yes;No;com.instagram.android
2819;2020/06/09;Browser;28;3;Yes;No;com.android.browser
2820;2020/06/10;Excel;81;3;Yes;No;com.microsoft.office.excel
2821;2020/06/11;Google Play Store;70;1;Yes;No;com.android.vending
2822;2020/06/11;Clock;80;6;Yes;No;com.android.deskclock
2823;2020/06/10;Clock;236;9;Yes;No;com.android.deskclock
2824;2020/06/11;Package installer;0;1;No;Yes;com.miui.global.packageinstaller
2825;2020/06/11;Instagram;952;10;Yes;No;com.instagram.android
2826;2020/06/12;Instagram;3502;39;Yes;No;com.instagram.android
2827;2020/06/13;Instagram;3192;77;Yes;No;com.instagram.android
2828;2020/06/14;Instagram;3890;63;Yes;No;com.instagram.android
2829;2020/06/12;Gallery;107;2;Yes;No;com.miui.gallery
2830;2020/06/13;Gallery;36;1;Yes;No;com.miui.gallery
2831;2020/06/14;Gallery;3;1;Yes;No;com.miui.gallery
2832;2020/06/10;Instagram;450;8;Yes;No;com.instagram.android
2833;2020/06/09;Clock;12;2;Yes;No;com.android.deskclock
2834;2020/06/11;Security;5;2;Yes;No;com.miui.securitycenter
2835;2020/06/09;Gmail;374;13;Yes;No;com.google.android.gm
2836;2020/06/10;Gallery;2;1;Yes;No;com.miui.gallery
2837;2020/06/14;Security;1;1;Yes;No;com.miui.securitycenter
2838;2020/06/11;PowerPoint;77;1;Yes;No;com.microsoft.office.powerpoint
2839;2020/06/11;Browser;40;2;Yes;No;com.android.browser
2840;2020/06/12;Browser;18;2;Yes;No;com.android.browser
2841;2020/06/15;WhatsApp;4092;128;Yes;No;com.whatsapp
2842;2020/06/10;Browser;52;2;Yes;No;com.android.browser
2843;2020/06/14;WhatsApp;3691;153;Yes;No;com.whatsapp
2844;2020/06/15;Browser;439;8;Yes;No;com.android.browser
2845;2020/06/11;Package installer;13;3;No;Yes;com.google.android.packageinstaller
2846;2020/06/14;Browser;408;7;Yes;No;com.android.browser
2847;2020/06/13;WhatsApp;3882;111;Yes;No;com.whatsapp
2848;2020/06/12;WhatsApp;10478;202;Yes;No;com.whatsapp
2849;2020/06/11;WhatsApp;5962;222;Yes;No;com.whatsapp
2850;2020/06/13;Maps;350;7;Yes;No;com.google.android.apps.maps
2851;2020/06/10;WhatsApp;6598;187;Yes;No;com.whatsapp
2852;2020/06/14;Maps;90;1;Yes;No;com.google.android.apps.maps
2853;2020/06/09;Manage calls;0;1;No;Yes;com.android.server.telecom
2854;2020/06/13;Clock;227;9;Yes;No;com.android.deskclock
2855;2020/06/14;Gmail;2602;93;Yes;No;com.google.android.gm
2856;2020/06/12;Clock;314;19;Yes;No;com.android.deskclock
2857;2020/06/15;Gmail;2259;55;Yes;No;com.google.android.gm
2858;2020/06/12;Gmail;2056;60;Yes;No;com.google.android.gm
2859;2020/06/15;Clock;248;10;Yes;No;com.android.deskclock
2860;2020/06/13;Gmail;2306;64;Yes;No;com.google.android.gm
2861;2020/06/14;Clock;378;16;Yes;No;com.android.deskclock
2862;2020/06/10;Gmail;4177;116;Yes;No;com.google.android.gm
2863;2020/06/11;Gmail;3028;98;Yes;No;com.google.android.gm
2864;2020/06/09;Amazon Shopping;83;1;Yes;No;com.amazon.mShop.android.shopping
2865;2020/06/10;Chrome;766;15;Yes;No;com.android.chrome
2866;2020/06/14;idealista (Uninstalled);490;6;Yes;No;com.idealista.android
2867;2020/06/14;Chrome;1604;27;Yes;No;com.android.chrome
2868;2020/06/15;Twitter;138;4;Yes;No;com.twitter.android
2869;2020/06/09;WhatsApp;1044;30;Yes;No;com.whatsapp
2870;2020/06/13;Chrome;1229;47;Yes;No;com.android.chrome
2871;2020/06/14;Twitter;1409;29;Yes;No;com.twitter.android
2872;2020/06/12;Chrome;787;16;Yes;No;com.android.chrome
2873;2020/06/11;Chrome;380;13;Yes;No;com.android.chrome
2874;2020/06/11;Freelancer - Upwork (Uninstalled);8;1;Yes;No;com.upwork.android.apps.main
2875;2020/06/09;Spotify;20;3;No;No;com.spotify.music
2876;2020/06/11;idealista (Uninstalled);169;2;Yes;No;com.idealista.android
2877;2020/06/12;Medium;277;11;Yes;No;com.medium.reader
2878;2020/06/14;Spotify;321;18;No;No;com.spotify.music
2879;2020/06/13;Spotify;5840;75;No;No;com.spotify.music
2880;2020/06/13;Medium;39;4;Yes;No;com.medium.reader
2881;2020/06/10;Medium;517;10;Yes;No;com.medium.reader
2882;2020/06/11;Medium;198;11;Yes;No;com.medium.reader
2883;2020/06/15;Spotify;912;16;No;No;com.spotify.music
2884;2020/06/09;Contacts and dialer;4;2;Yes;No;com.android.contacts
2885;2020/06/10;Spotify;575;16;No;No;com.spotify.music
2886;2020/06/09;Settings;0;1;Yes;No;com.android.settings
2887;2020/06/12;Spotify;172;4;No;No;com.spotify.music
2888;2020/06/11;Spotify;406;16;No;No;com.spotify.music
2889;2020/06/14;Package installer;2;1;No;Yes;com.google.android.packageinstaller
2890;2020/06/09;Chrome;251;12;Yes;No;com.android.chrome
2891;2020/06/14;Medium;587;23;Yes;No;com.medium.reader
2892;2020/06/15;Medium;168;10;Yes;No;com.medium.reader
2893;2020/06/10;EL PAÍS;1154;20;Yes;No;com.elpais.elpais
2894;2020/06/12;Google;1;1;Yes;No;com.google.android.googlequicksearchbox
2895;2020/06/11;EL PAÍS;1023;20;Yes;No;com.elpais.elpais
2896;2020/06/11;Google;5;3;Yes;No;com.google.android.googlequicksearchbox
2897;2020/06/14;Google;2;2;Yes;No;com.google.android.googlequicksearchbox
2898;2020/06/14;EL PAÍS;1631;32;Yes;No;com.elpais.elpais
2899;2020/06/15;Instagram;1700;27;Yes;No;com.instagram.android
2900;2020/06/15;EL PAÍS;1175;23;Yes;No;com.elpais.elpais
2901;2020/06/12;EL PAÍS;690;16;Yes;No;com.elpais.elpais
2902;2020/06/13;EL PAÍS;686;9;Yes;No;com.elpais.elpais
2903;2020/06/14;Contacts and dialer;143;7;Yes;No;com.android.contacts
2904;2020/06/15;Contacts and dialer;25;4;Yes;No;com.android.contacts
2905;2020/06/09;EL PAÍS;82;2;Yes;No;com.elpais.elpais
2906;2020/06/09;Medium;14;2;Yes;No;com.medium.reader
2907;2020/06/10;Zoom;283;4;Yes;No;us.zoom.videomeetings
2908;2020/06/15;Chrome;276;6;Yes;No;com.android.chrome
2909;2020/06/12;Contacts and dialer;26;12;Yes;No;com.android.contacts
2910;2020/06/13;Contacts and dialer;453;30;Yes;No;com.android.contacts
2911;2020/06/15;Google;0;1;Yes;No;com.google.android.googlequicksearchbox
2912;2020/06/10;Contacts and dialer;191;5;Yes;No;com.android.contacts
2913;2020/06/11;Contacts and dialer;14;6;Yes;No;com.android.contacts
2914;2020/06/09;Calendar;67;3;Yes;No;com.google.android.calendar
2915;2020/06/11;Calculator;115;1;Yes;No;com.miui.calculator
2916;2020/06/10;Android system;1;2;No;Yes;android
2917;2020/06/11;Android system;3;2;No;Yes;android
2918;2020/06/13;Android system;4;10;No;Yes;android
2919;2020/06/14;Android system;4;1;No;Yes;android
2920;2020/06/09;System launcher;189;34;No;Yes;com.miui.home
2921;2020/06/11;Wallet (Uninstalled);379;11;Yes;No;es.bancosantander.wallet
2922;2020/06/10;Calendar;107;3;Yes;No;com.google.android.calendar
2923;2020/06/11;System launcher;1595;147;No;Yes;com.miui.home
2924;2020/06/12;System launcher;1075;141;No;Yes;com.miui.home
2925;2020/06/10;System launcher;1989;162;No;Yes;com.miui.home
2926;2020/06/11;Drive;40;1;Yes;No;com.google.android.apps.docs
2927;2020/06/12;Tinder (Uninstalled);25;1;Yes;No;com.tinder
2928;2020/06/13;Tinder (Uninstalled);98;2;Yes;No;com.tinder
2929;2020/06/14;Tinder (Uninstalled);142;5;Yes;No;com.tinder
2930;2020/06/15;Tinder (Uninstalled);171;4;Yes;No;com.tinder
2931;2020/06/15;System launcher;1470;115;No;Yes;com.miui.home
2932;2020/06/10;Tinder (Uninstalled);41;1;Yes;No;com.tinder
2933;2020/06/13;System launcher;838;179;No;Yes;com.miui.home
2934;2020/06/11;Tinder (Uninstalled);65;2;Yes;No;com.tinder
2935;2020/06/14;System launcher;2676;247;No;Yes;com.miui.home
2936;2020/06/15;Santander;21;1;Yes;No;es.bancosantander.apps
2937;2020/06/14;Santander;134;2;Yes;No;es.bancosantander.apps
2938;2020/06/12;Santander;106;1;Yes;No;es.bancosantander.apps
2939;2020/06/11;Santander;604;14;Yes;No;es.bancosantander.apps
2940;2020/06/11;Twitter;390;12;Yes;No;com.twitter.android
2941;2020/06/10;Twitter;644;15;Yes;No;com.twitter.android
2942;2020/06/13;Twitter;1538;23;Yes;No;com.twitter.android
2943;2020/06/12;Twitter;855;22;Yes;No;com.twitter.android
2944;2020/06/13;Settings;28;1;Yes;No;com.android.settings
2945;2020/06/11;Settings;140;5;Yes;No;com.android.settings
2946;2020/06/11;AntiVirus (Uninstalled);7;2;Yes;No;com.antivirus
2947;2020/06/11;YouTube;3303;4;Yes;No;com.google.android.youtube
2948;2020/06/14;AntiVirus (Uninstalled);6;1;Yes;No;com.antivirus
2949;2020/06/14;YouTube;480;4;Yes;No;com.google.android.youtube
2950;2020/06/14;Camera;5;1;Yes;No;com.android.camera
2951;2020/06/13;YouTube;1618;8;Yes;No;com.google.android.youtube
2952;2020/06/09;Phone;166;4;Yes;No;com.android.incallui
2953;2020/06/12;Camera;3;1;Yes;No;com.android.camera
2954;2020/06/13;Camera;106;7;Yes;No;com.android.camera
2955;2020/06/10;Camera;184;6;Yes;No;com.android.camera
2956;2020/06/12;Manage calls;0;6;No;Yes;com.android.server.telecom
2957;2020/06/11;Manage calls;0;4;No;Yes;com.android.server.telecom
2958;2020/06/15;AntiVirus (Uninstalled);4;1;Yes;No;com.antivirus
2959;2020/06/14;Skyscanner;232;2;Yes;No;net.skyscanner.android.main
2960;2020/06/11;Economist;2;1;Yes;No;com.economist.lamarr
2961;2020/06/15;System UI;62;2;No;Yes;com.android.systemui
2962;2020/06/14;System UI;38;12;No;Yes;com.android.systemui
2963;2020/06/14;Manage calls;0;3;No;Yes;com.android.server.telecom
2964;2020/06/13;Manage calls;0;8;No;Yes;com.android.server.telecom
2965;2020/06/11;System UI;9;5;No;Yes;com.android.systemui
2966;2020/06/14;Phone;423;9;Yes;No;com.android.incallui
2967;2020/06/10;System UI;37;5;No;Yes;com.android.systemui
2968;2020/06/15;Phone;119;2;Yes;No;com.android.incallui
2969;2020/06/13;System UI;82;26;No;Yes;com.android.systemui
2970;2020/06/12;System UI;5;5;No;Yes;com.android.systemui
2971;2020/06/10;Phone;795;1;Yes;No;com.android.incallui
2972;2020/06/11;Phone;1330;7;Yes;No;com.android.incallui
2973;2020/06/12;Phone;2570;14;Yes;No;com.android.incallui
2974;2020/06/13;Phone;2723;18;Yes;No;com.android.incallui
2975;2020/06/11;Google Play services;7;2;No;Yes;com.google.android.gms
2976;2020/07/12;System launcher;998;96;No;Yes;com.miui.home
2977;2020/07/13;System launcher;2203;249;No;Yes;com.miui.home
2978;2020/07/13;Cl@ve PIN;155;2;Yes;No;es.aeat.pin24h
2979;2020/07/18;System launcher;1176;78;No;Yes;com.miui.home
2980;2020/07/19;System launcher;1984;247;No;Yes;com.miui.home
2981;2020/07/16;System launcher;2709;248;No;Yes;com.miui.home
2982;2020/07/17;System launcher;2194;295;No;Yes;com.miui.home
2983;2020/07/14;System launcher;1941;301;No;Yes;com.miui.home
2984;2020/07/15;System launcher;3069;299;No;Yes;com.miui.home
2985;2020/07/12;Twitter;732;26;Yes;No;com.twitter.android
2986;2020/07/13;Google Play services;7;1;No;Yes;com.google.android.gms
2987;2020/07/14;Twitter;5593;124;Yes;No;com.twitter.android
2988;2020/07/13;Twitter;3273;70;Yes;No;com.twitter.android
2989;2020/07/19;Santander;755;18;Yes;No;es.bancosantander.apps
2990;2020/07/12;Chrome;236;3;Yes;No;com.android.chrome
2991;2020/07/13;Chrome;1867;42;Yes;No;com.android.chrome
2992;2020/07/19;Twitter;1284;46;Yes;No;com.twitter.android
2993;2020/07/14;Chrome;1627;22;Yes;No;com.android.chrome
2994;2020/07/15;Chrome;2508;35;Yes;No;com.android.chrome
2995;2020/07/12;Android system;2;2;No;Yes;android
2996;2020/07/16;Twitter;5027;106;Yes;No;com.twitter.android
2997;2020/07/15;Twitter;6516;144;Yes;No;com.twitter.android
2998;2020/07/14;Android system;5;2;No;Yes;android
2999;2020/07/18;Twitter;227;12;Yes;No;com.twitter.android
3000;2020/07/13;Android system;3;2;No;Yes;android
3001;2020/07/17;Twitter;2952;90;Yes;No;com.twitter.android
3002;2020/07/16;Android system;4;3;No;Yes;android
3003;2020/07/15;Android system;8;1;No;Yes;android
3004;2020/07/17;Android system;63;2;No;Yes;android
3005;2020/07/14;Messaging;139;4;Yes;No;com.android.mms
3006;2020/07/13;Messaging;125;3;Yes;No;com.android.mms
3007;2020/07/19;Android system;0;1;No;Yes;android
3008;2020/07/12;Messaging;1;1;Yes;No;com.android.mms
3009;2020/07/17;Mi Video;7;1;Yes;No;com.miui.videoplayer
3010;2020/07/15;Diccionario;71;2;Yes;No;es.rae.dle
3011;2020/07/19;Phone;104;3;Yes;No;com.android.incallui
3012;2020/07/18;Messaging;3;1;Yes;No;com.android.mms
3013;2020/07/16;Downloads;24;1;Yes;No;com.android.providers.downloads.ui
3014;2020/07/15;Messaging;14;1;Yes;No;com.android.mms
3015;2020/07/16;YouTube;60;1;Yes;No;com.google.android.youtube
3016;2020/07/14;YouTube;47;1;Yes;No;com.google.android.youtube
3017;2020/07/19;Google Play services;7;1;No;Yes;com.google.android.gms
3018;2020/07/14;Evernote;130;4;Yes;No;com.evernote
3019;2020/07/18;YouTube;5;1;Yes;No;com.google.android.youtube
3020;2020/07/19;YouTube;0;1;Yes;No;com.google.android.youtube
3021;2020/07/17;AntiVirus (Uninstalled);3;3;Yes;No;com.antivirus
3022;2020/07/18;AntiVirus (Uninstalled);0;1;Yes;No;com.antivirus
3023;2020/07/19;System UI;30;11;No;Yes;com.android.systemui
3024;2020/07/19;Calendar;11;1;Yes;No;com.android.calendar
3025;2020/07/16;System UI;7;2;No;Yes;com.android.systemui
3026;2020/07/15;System UI;170;16;No;Yes;com.android.systemui
3027;2020/07/18;System UI;1;1;No;Yes;com.android.systemui
3028;2020/07/17;System UI;66;32;No;Yes;com.android.systemui
3029;2020/07/12;System UI;17;4;No;Yes;com.android.systemui
3030;2020/07/16;Phone;1115;3;Yes;No;com.android.incallui
3031;2020/07/15;Phone;1393;1;Yes;No;com.android.incallui
3032;2020/07/14;System UI;14;5;No;Yes;com.android.systemui
3033;2020/07/18;Phone;97;5;Yes;No;com.android.incallui
3034;2020/07/13;Kamasutra;161;2;Yes;No;com.exotica.kamasutra.sex.positions
3035;2020/07/13;System UI;96;10;No;Yes;com.android.systemui
3036;2020/07/17;Phone;226;4;Yes;No;com.android.incallui
3037;2020/07/12;Phone;594;10;Yes;No;com.android.incallui
3038;2020/07/14;Phone;2446;14;Yes;No;com.android.incallui
3039;2020/07/13;Phone;1322;6;Yes;No;com.android.incallui
3040;2020/07/12;Browser;12;1;Yes;No;com.android.browser
3041;2020/07/13;Browser;3;1;Yes;No;com.android.browser
3042;2020/07/15;Google;0;1;Yes;No;com.google.android.googlequicksearchbox
3043;2020/07/19;Maps;528;13;Yes;No;com.google.android.apps.maps
3044;2020/07/16;Browser;111;1;Yes;No;com.android.browser
3045;2020/07/17;Browser;1;1;Yes;No;com.android.browser
3046;2020/07/14;Browser;11;2;Yes;No;com.android.browser
3047;2020/07/18;Security;68;2;Yes;No;com.miui.securitycenter
3048;2020/07/19;Browser;1;1;Yes;No;com.android.browser
3049;2020/07/16;Instagram;2328;61;Yes;No;com.instagram.android
3050;2020/07/17;Maps;2437;14;Yes;No;com.google.android.apps.maps
3051;2020/07/17;Instagram;3534;89;Yes;No;com.instagram.android
3052;2020/07/18;Instagram;178;10;Yes;No;com.instagram.android
3053;2020/07/19;Instagram;783;25;Yes;No;com.instagram.android
3054;2020/07/15;Clock;101;2;Yes;No;com.android.deskclock
3055;2020/07/16;Gmail;1755;73;Yes;No;com.google.android.gm
3056;2020/07/15;Gmail;2814;148;Yes;No;com.google.android.gm
3057;2020/07/16;Clock;306;3;Yes;No;com.android.deskclock
3058;2020/07/13;Clock;39;6;Yes;No;com.android.deskclock
3059;2020/07/14;Gmail;2680;106;Yes;No;com.google.android.gm
3060;2020/07/13;Gmail;3792;133;Yes;No;com.google.android.gm
3061;2020/07/14;Clock;205;8;Yes;No;com.android.deskclock
3062;2020/07/12;Gmail;740;36;Yes;No;com.google.android.gm
3063;2020/07/17;Clock;25;2;Yes;No;com.android.deskclock
3064;2020/07/17;Google;10;2;Yes;No;com.google.android.googlequicksearchbox
3065;2020/07/19;Gmail;1585;92;Yes;No;com.google.android.gm
3066;2020/07/18;Gmail;243;22;Yes;No;com.google.android.gm
3067;2020/07/19;Google;0;1;Yes;No;com.google.android.googlequicksearchbox
3068;2020/07/17;Gmail;2314;97;Yes;No;com.google.android.gm
3069;2020/07/18;Google;0;1;Yes;No;com.google.android.googlequicksearchbox
3070;2020/07/19;Camera;89;3;Yes;No;com.android.camera
3071;2020/07/17;Camera;479;23;Yes;No;com.android.camera
3072;2020/07/13;Google Play Store;44;3;Yes;No;com.android.vending
3073;2020/07/18;Camera;42;6;Yes;No;com.android.camera
3074;2020/07/15;Camera;32;3;Yes;No;com.android.camera
3075;2020/07/16;Camera;55;5;Yes;No;com.android.camera
3076;2020/07/13;Manage calls;0;3;No;Yes;com.android.server.telecom
3077;2020/07/14;Camera;67;8;Yes;No;com.android.camera
3078;2020/07/12;Camera;13;3;Yes;No;com.android.camera
3079;2020/07/13;Package installer;20;2;No;Yes;com.miui.global.packageinstaller
3080;2020/07/12;Instagram;2207;39;Yes;No;com.instagram.android
3081;2020/07/13;Instagram;4617;80;Yes;No;com.instagram.android
3082;2020/07/14;Instagram;3591;82;Yes;No;com.instagram.android
3083;2020/07/15;Instagram;3151;76;Yes;No;com.instagram.android
3084;2020/07/14;Manage calls;0;3;No;Yes;com.android.server.telecom
3085;2020/07/16;Manage calls;0;1;No;Yes;com.android.server.telecom
3086;2020/07/13;Package installer;1;1;No;Yes;com.google.android.packageinstaller
3087;2020/07/18;Manage calls;0;1;No;Yes;com.android.server.telecom
3088;2020/07/19;Manage calls;0;2;No;Yes;com.android.server.telecom
3089;2020/07/18;WhatsApp;1048;33;Yes;No;com.whatsapp
3090;2020/07/12;EL PAÍS;538;8;Yes;No;com.elpais.elpais
3091;2020/07/17;WhatsApp;5669;180;Yes;No;com.whatsapp
3092;2020/07/14;TooGoodToGo;116;1;Yes;No;com.app.tgtg
3093;2020/07/16;WhatsApp;5006;130;Yes;No;com.whatsapp
3094;2020/07/13;Drive;79;2;Yes;No;com.google.android.apps.docs
3095;2020/07/15;WhatsApp;4420;187;Yes;No;com.whatsapp
3096;2020/07/19;WhatsApp;3154;86;Yes;No;com.whatsapp
3097;2020/07/19;EL PAÍS;322;8;Yes;No;com.elpais.elpais
3098;2020/07/14;WhatsApp;4830;148;Yes;No;com.whatsapp
3099;2020/07/15;EL PAÍS;247;11;Yes;No;com.elpais.elpais
3100;2020/07/13;WhatsApp;4286;128;Yes;No;com.whatsapp
3101;2020/07/16;EL PAÍS;205;3;Yes;No;com.elpais.elpais
3102;2020/07/12;WhatsApp;572;30;Yes;No;com.whatsapp
3103;2020/07/13;EL PAÍS;243;6;Yes;No;com.elpais.elpais
3104;2020/07/16;Drive;52;1;Yes;No;com.google.android.apps.docs
3105;2020/07/18;Spotify;540;9;No;No;com.spotify.music
3106;2020/07/14;EL PAÍS;792;14;Yes;No;com.elpais.elpais
3107;2020/07/17;Drive;92;3;Yes;No;com.google.android.apps.docs
3108;2020/07/19;Spotify;1070;23;No;No;com.spotify.music
3109;2020/07/18;Contacts and dialer;90;8;Yes;No;com.android.contacts
3110;2020/07/16;Contacts and dialer;109;9;Yes;No;com.android.contacts
3111;2020/07/15;Contacts and dialer;57;2;Yes;No;com.android.contacts
3112;2020/07/15;Settings;15;1;Yes;No;com.android.settings
3113;2020/07/18;Settings;108;3;Yes;No;com.android.settings
3114;2020/07/19;Contacts and dialer;33;8;Yes;No;com.android.contacts
3115;2020/07/14;Weather;5;2;Yes;No;com.miui.weather2
3116;2020/07/15;Twimmage;85;3;Yes;No;com.twimmagern
3117;2020/07/14;Twimmage;76;6;Yes;No;com.twimmagern
3118;2020/07/14;Contacts and dialer;382;13;Yes;No;com.android.contacts
3119;2020/07/16;Chrome;2622;56;Yes;No;com.android.chrome
3120;2020/07/13;Contacts and dialer;48;8;Yes;No;com.android.contacts
3121;2020/07/16;Twimmage;33;2;Yes;No;com.twimmagern
3122;2020/07/17;Chrome;1319;47;Yes;No;com.android.chrome
3123;2020/07/18;Chrome;54;2;Yes;No;com.android.chrome
3124;2020/07/19;Chrome;1472;35;Yes;No;com.android.chrome
3125;2020/07/13;Calculator;155;3;Yes;No;com.miui.calculator
3126;2020/07/14;idealista (Uninstalled);21;1;Yes;No;com.idealista.android
3127;2020/07/13;Scanner;4;1;Yes;No;com.xiaomi.scanner
3128;2020/07/12;idealista (Uninstalled);16;2;Yes;No;com.idealista.android
3129;2020/07/13;Medium;159;3;Yes;No;com.medium.reader
3130;2020/07/16;Spotify;207;4;No;No;com.spotify.music
3131;2020/07/17;Gallery;210;10;Yes;No;com.miui.gallery
3132;2020/07/17;Spotify;852;13;No;No;com.spotify.music
3133;2020/07/14;Spotify;148;6;No;No;com.spotify.music
3134;2020/07/19;Gallery;7;1;Yes;No;com.miui.gallery
3135;2020/07/15;Spotify;265;5;No;No;com.spotify.music
3136;2020/07/13;Gallery;2;1;Yes;No;com.miui.gallery
3137;2020/07/13;Spotify;139;5;No;No;com.spotify.music
3138;2020/07/14;Gallery;75;8;Yes;No;com.miui.gallery
3139;2020/07/15;Gallery;3;1;Yes;No;com.miui.gallery
3140;2020/07/14;Cl@ve PIN;182;1;Yes;No;es.aeat.pin24h
3141;2020/07/16;Gallery;6;1;Yes;No;com.miui.gallery
3142;2020/07/12;Security;61;2;Yes;No;com.miui.securitycenter
3143;2020/07/12;Gallery;95;6;Yes;No;com.miui.gallery
3144;2020/07/17;Medium;201;1;Yes;No;com.medium.reader
3145;2020/09/04;Google Play Store;12;1;Yes;No;com.android.vending
3146;2020/09/03;Radio Mexico (Uninstalled);97;4;Yes;No;com.appmind.radios.mx
3147;2020/09/06;Photos;90;3;Yes;No;com.google.android.apps.photos
3148;2020/09/03;Google Play Store;55;1;Yes;No;com.android.vending
3149;2020/09/03;Clock;30;2;Yes;No;com.android.deskclock
3150;2020/09/04;Package installer;1;1;No;Yes;com.miui.global.packageinstaller
3151;2020/09/06;Radar COVID (Uninstalled);10;1;Yes;No;es.gob.radarcovid
3152;2020/09/03;Package installer;50;2;No;Yes;com.miui.global.packageinstaller
3153;2020/09/03;LinkedIn (Uninstalled);362;13;Yes;No;com.linkedin.android
3154;2020/09/04;Instagram;2900;65;Yes;No;com.instagram.android
3155;2020/09/03;Instagram;2745;62;Yes;No;com.instagram.android
3156;2020/09/04;LinkedIn (Uninstalled);1240;33;Yes;No;com.linkedin.android
3157;2020/09/06;Instagram;2012;29;Yes;No;com.instagram.android
3158;2020/09/05;Instagram;2039;35;Yes;No;com.instagram.android
3159;2020/09/03;Slack;35;5;Yes;No;com.Slack
3160;2020/09/07;LinkedIn (Uninstalled);463;12;Yes;No;com.linkedin.android
3161;2020/09/02;Instagram;86;2;Yes;No;com.instagram.android
3162;2020/09/05;LinkedIn (Uninstalled);112;6;Yes;No;com.linkedin.android
3163;2020/09/06;LinkedIn (Uninstalled);331;10;Yes;No;com.linkedin.android
3164;2020/09/06;Gallery;124;5;Yes;No;com.miui.gallery
3165;2020/09/03;Browser;384;11;Yes;No;com.android.browser
3166;2020/09/03;Package installer;3;1;No;Yes;com.google.android.packageinstaller
3167;2020/09/06;WhatsApp;2972;82;Yes;No;com.whatsapp
3168;2020/09/07;WhatsApp;3014;108;Yes;No;com.whatsapp
3169;2020/09/05;Browser;171;3;Yes;No;com.android.browser
3170;2020/09/02;WhatsApp;71;2;Yes;No;com.whatsapp
3171;2020/09/05;Maps;221;8;Yes;No;com.google.android.apps.maps
3172;2020/09/03;WhatsApp;7327;221;Yes;No;com.whatsapp
3173;2020/09/04;WhatsApp;6399;173;Yes;No;com.whatsapp
3174;2020/09/05;WhatsApp;3043;78;Yes;No;com.whatsapp
3175;2020/09/02;Maps;4;1;Yes;No;com.google.android.apps.maps
3176;2020/09/07;Clock;56;6;Yes;No;com.android.deskclock
3177;2020/09/06;Clock;63;3;Yes;No;com.android.deskclock
3178;2020/09/04;Clock;98;9;Yes;No;com.android.deskclock
3179;2020/09/02;Gmail;351;9;Yes;No;com.google.android.gm
